form	wsafter	testid	anas	lemma	xpostag	prev	previd	prevold	prevclosest
(	""	.	[{"lemma": "(", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	(	[Punct]			.	.
most	" "	.	[{"lemma": "most", "tag": "[/Adv]", "morphana": "most[/Adv]=most", "readable": "most[/Adv]", "twolevel": "m:m o:o s:s t:t :[/Adv]"}]	most	[/Adv]			.	.
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]			.	.
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
tudom	" "	.	[{"lemma": "tud", "tag": "[/V][Prs.Def.1Sg]", "morphana": "tud[/V]=tud+om[Prs.Def.1Sg]=om", "readable": "tud[/V] + om[Prs.Def.1Sg]", "twolevel": "t:t u:u d:d :[/V] o:o m:m :[Prs.Def.1Sg]"}]	tud	[/V][Prs.Def.1Sg]			.	.
száz	" "	.	[{"lemma": "száz", "tag": "[/Num][Nom]", "morphana": "száz[/Num]=száz+[Nom]=", "readable": "száz[/Num] + [Nom]", "twolevel": "s:s z:z á:á z:z :[/Num] :[Nom]"}]	száz	[/Num][Nom]			.	.
%-ra	" "	.	[{"lemma": "%", "tag": "[/N][Subl]", "morphana": "%[/N|Unit|Abbr]=%-+ra[Subl]=ra", "readable": "%[/N|Unit|Abbr]=%- + ra[Subl]", "twolevel": ":% %: -: :[/N|Unit|Abbr] r:r a:a :[Subl]"}]	%	[/N][Subl]			.	.
megígérni	""	.	[{"lemma": "megígér", "tag": "[/V][Inf]", "morphana": "meg[/Prev]=meg+ígér[/V]=ígér+ni[Inf]=ni", "readable": "meg[/Prev] + ígér[/V] + ni[Inf]", "twolevel": "m:m e:e g:g :[/Prev] í:í g:g é:é r:r :[/V] n:n i:i :[Inf]"}]	megígér	[/Prev][/V][Inf]	pfx		.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]			.	.
tudok	" "	.	[{"lemma": "tud", "tag": "[/V][Prs.NDef.1Sg]", "morphana": "tud[/V]=tud+ok[Prs.NDef.1Sg]=ok", "readable": "tud[/V] + ok[Prs.NDef.1Sg]", "twolevel": "t:t u:u d:d :[/V] o:o k:k :[Prs.NDef.1Sg]"}]	tud	[/V][Prs.NDef.1Sg]			.	.
menni	" "	.	[{"lemma": "megy", "tag": "[/V][Inf]", "morphana": "megy[/V]=men+ni[Inf]=ni", "readable": "megy[/V]=men + ni[Inf]", "twolevel": "m:m e:e n:g :y :[/V] n:n i:i :[Inf]"}]	megy	[/V][Inf]			.	.
-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]			.	.
de	" "	.	[{"lemma": "de", "tag": "[/Adv]", "morphana": "de[/Adv]=de", "readable": "de[/Adv]", "twolevel": "d:d e:e :[/Adv]"}, {"lemma": "de", "tag": "[/Cnj]", "morphana": "de[/Cnj]=de", "readable": "de[/Cnj]", "twolevel": "d:d e:e :[/Cnj]"}, {"lemma": "de", "tag": "[/X]", "morphana": "de[/X]=de", "readable": "de[/X]", "twolevel": "d:d e:e :[/X]"}]	de	[/Cnj]			.	.
ez	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Nom]", "morphana": "ez[/Det|Pro]=ez+[Nom]=", "readable": "ez[/Det|Pro] + [Nom]", "twolevel": "e:e z:z :[/Det|Pro] :[Nom]"}, {"lemma": "ez", "tag": "[/N|Pro][Nom]", "morphana": "ez[/N|Pro]=ez+[Nom]=", "readable": "ez[/N|Pro] + [Nom]", "twolevel": "e:e z:z :[/N|Pro] :[Nom]"}]	ez	[/Det|Pro][Nom]			.	.
1-2	" "	.	[{"lemma": "1-2", "tag": "[/Num|Digit][Nom]", "morphana": "1[/Num|Digit]=1+[Nom]=+-[Hyph:Hyph]=-+2[/Num|Digit]=2+[Nom]=", "readable": "1[/Num|Digit] + [Nom] + -[Hyph:Hyph] + 2[/Num|Digit] + [Nom]", "twolevel": "1:1 :[/Num|Digit] :[Nom] -:- :[Hyph:Hyph] 2:2 :[/Num|Digit] :[Nom]"}]	1-2	[/Num|Digit][Nom]			.	.
7en	" "	.	[]	7	[/N][Nom]			.	.
belül	" "	.	[{"lemma": "belül", "tag": "[/Adv]", "morphana": "belül[/Adv]=belül", "readable": "belül[/Adv]", "twolevel": "b:b e:e l:l ü:ü l:l :[/Adv]"}, {"lemma": "belül", "tag": "[/Post|(Supe)]", "morphana": "belül[/Post|(Supe)]=belül", "readable": "belül[/Post|(Supe)]", "twolevel": "b:b e:e l:l ü:ü l:l :[/Post|(Supe)]"}]	belül	[/Post|(Supe)]			.	.
ki	" "	p4	[{"lemma": "aki", "tag": "[/N|Pro|Rel][Nom]", "morphana": "aki[/N|Pro|Rel]=ki+[Nom]=", "readable": "aki[/N|Pro|Rel]=ki + [Nom]", "twolevel": "k:a i:k :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro][Nom]", "morphana": "ki[/N|Pro]=ki+[Nom]=", "readable": "ki[/N|Pro] + [Nom]", "twolevel": "k:k i:i :[/N|Pro] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro|Int][Nom]", "morphana": "ki[/N|Pro|Int]=ki+[Nom]=", "readable": "ki[/N|Pro|Int] + [Nom]", "twolevel": "k:k i:i :[/N|Pro|Int] :[Nom]"}, {"lemma": "ki", "tag": "[/Prev]", "morphana": "ki[/Prev]=ki", "readable": "ki[/Prev]", "twolevel": "k:k i:i :[/Prev]"}]		[/Prev]	conn	4	3	3
fog	" "	.	[{"lemma": "fog", "tag": "[/N][Nom]", "morphana": "fog[/N]=fog+[Nom]=", "readable": "fog[/N] + [Nom]", "twolevel": "f:f o:o g:g :[/N] :[Nom]"}, {"lemma": "fog", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "fog[/V]=fog+[Prs.NDef.3Sg]=", "readable": "fog[/V] + [Prs.NDef.3Sg]", "twolevel": "f:f o:o g:g :[/V] :[Prs.NDef.3Sg]"}]	fog	[/V][Prs.NDef.3Sg]			.	.
derülni	" "	v4	[{"lemma": "derül", "tag": "[/V][Inf]", "morphana": "derül[/V]=derül+ni[Inf]=ni", "readable": "derül[/V] + ni[Inf]", "twolevel": "d:d e:e r:r ü:ü l:l :[/V] n:n i:i :[Inf]"}]	kiderül	[/Prev][/V][Inf]	sep	4	3	3
(	""	.	[{"lemma": "(", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	(	[Punct]			.	.
mA	""	.	[{"lemma": "mA", "tag": "[/N][Nom]", "morphana": "mA[/N|Unit|Abbr]=mA+[Nom]=", "readable": "mA[/N|Unit|Abbr] + [Nom]", "twolevel": "m:m A:A :[/N|Unit|Abbr] :[Nom]"}]	mA	[/N][Nom]			.	.
)	"\n"	.	[{"lemma": ")", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	)	[Punct]			.	.
"	" "	.	[{"lemma": "\"", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	"	[Punct]			.	.
Mert	" "	.	[{"lemma": "mer", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "mer[/V]=mer+t[Pst.NDef.3Sg]=t", "readable": "mer[/V] + t[Pst.NDef.3Sg]", "twolevel": "m:m e:e r:r :[/V] t:t :[Pst.NDef.3Sg]"}, {"lemma": "mert", "tag": "[/Adj][Nom]", "morphana": "mer[/V]=mer+t[_PerfPtcp/Adj]=t+[Nom]=", "readable": "mer[/V] + t[_PerfPtcp/Adj] + [Nom]", "twolevel": "m:m e:e r:r :[/V] t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "mert", "tag": "[/Cnj]", "morphana": "mert[/Cnj]=mert", "readable": "mert[/Cnj]", "twolevel": "m:m e:e r:r t:t :[/Cnj]"}]	mert	[/Cnj]			.	.
meg	" "	p5	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	5	4	4
van	" "	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]			.	.
írva	" "	v5	[{"lemma": "ír", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "ír[/V]=ír+va[_AdvPtcp/Adv]=va", "readable": "ír[/V] + va[_AdvPtcp/Adv]", "twolevel": "í:í r:r :[/V] v:v a:a :[_AdvPtcp/Adv]"}]	megír	[/Prev][/V][_AdvPtcp/Adv]	sep	5	4	4
:	" "	.	[{"lemma": ":", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	:	[Punct]			.	.
Élek	" "	.	[{"lemma": "él", "tag": "[/N][Pl][Nom]", "morphana": "él[/N]=él+ek[Pl]=ek+[Nom]=", "readable": "él[/N] + ek[Pl] + [Nom]", "twolevel": "é:é l:l :[/N] e:e k:k :[Pl] :[Nom]"}, {"lemma": "él", "tag": "[/V][Prs.NDef.1Sg]", "morphana": "él[/V]=él+ek[Prs.NDef.1Sg]=ek", "readable": "él[/V] + ek[Prs.NDef.1Sg]", "twolevel": "é:é l:l :[/V] e:e k:k :[Prs.NDef.1Sg]"}]	él	[/V][Prs.NDef.1Sg]			.	.
én	""	.	[{"lemma": "én", "tag": "[/N][Nom]", "morphana": "én[/N]=én+[Nom]=", "readable": "én[/N] + [Nom]", "twolevel": "é:é n:n :[/N] :[Nom]"}, {"lemma": "én", "tag": "[/N|Pro][1Sg][Nom]", "morphana": "én[/N|Pro]=én+[1Sg]=+[Nom]=", "readable": "én[/N|Pro] + [1Sg] + [Nom]", "twolevel": "é:é n:n :[/N|Pro] :[ :1 :S :g :] :[Nom]"}]	én	[/N|Pro][1Sg][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
mond	" "	.	[{"lemma": "mond", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "mond[/V]=mond+[Prs.NDef.3Sg]=", "readable": "mond[/V] + [Prs.NDef.3Sg]", "twolevel": "m:m o:o n:n d:d :[/V] :[Prs.NDef.3Sg]"}]	mond	[/V][Prs.NDef.3Sg]			.	.
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]			.	.
Úr	""	.	[{"lemma": "úr", "tag": "[/N][Nom]", "morphana": "úr[/N]=úr+[Nom]=", "readable": "úr[/N] + [Nom]", "twolevel": "ú:ú r:r :[/N] :[Nom]"}]	úr	[/N][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
mert	" "	.	[{"lemma": "mer", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "mer[/V]=mer+t[Pst.NDef.3Sg]=t", "readable": "mer[/V] + t[Pst.NDef.3Sg]", "twolevel": "m:m e:e r:r :[/V] t:t :[Pst.NDef.3Sg]"}, {"lemma": "mert", "tag": "[/Adj][Nom]", "morphana": "mer[/V]=mer+t[_PerfPtcp/Adj]=t+[Nom]=", "readable": "mer[/V] + t[_PerfPtcp/Adj] + [Nom]", "twolevel": "m:m e:e r:r :[/V] t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "mert", "tag": "[/Cnj]", "morphana": "mert[/Cnj]=mert", "readable": "mert[/Cnj]", "twolevel": "m:m e:e r:r t:t :[/Cnj]"}]	mert	[/Cnj]			.	.
nékem	" "	.	[{"lemma": "én", "tag": "[/N|Pro][Dat][1Sg]", "morphana": "én[/N|Pro]=+néki[Dat]=nék+em[1Sg]=em", "readable": "én[/N|Pro]= + néki[Dat]=nék + em[1Sg]", "twolevel": ":é :n :[/N|Pro] n:n é:é k:k :i :[Dat] e:e m:m :[ :1 :S :g :]"}]	én	[/N|Pro][Dat][1Sg]			.	.
hajol	" "	.	[{"lemma": "hajol", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "hajol[/V]=hajol+[Prs.NDef.3Sg]=", "readable": "hajol[/V] + [Prs.NDef.3Sg]", "twolevel": "h:h a:a j:j o:o l:l :[/V] :[Prs.NDef.3Sg]"}]	meghajol	[/Prev][/V][Prs.NDef.3Sg]	sep	6	5	5
meg	" "	.	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	6	5	5
minden	" "	.	[{"lemma": "mind", "tag": "[/N|Pro][Supe]", "morphana": "mind[/N|Pro]=mind+en[Supe]=en", "readable": "mind[/N|Pro] + en[Supe]", "twolevel": "m:m i:i n:n d:d :[/N|Pro] e:e n:n :[Supe]"}, {"lemma": "minden", "tag": "[/Det|Q.NDef]", "morphana": "minden[/Det|Q.NDef]=minden", "readable": "minden[/Det|Q.NDef]", "twolevel": "m:m i:i n:n d:d e:e n:n :[/Det|Q.NDef]"}, {"lemma": "minden", "tag": "[/N|Pro][Nom]", "morphana": "minden[/N|Pro]=minden+[Nom]=", "readable": "minden[/N|Pro] + [Nom]", "twolevel": "m:m i:i n:n d:d e:e n:n :[/N|Pro] :[Nom]"}]	minden	[/N|Pro][Nom]			.	.
térd	""	.	[{"lemma": "tér", "tag": "[/V][Sbjv.Def.2Sg]", "morphana": "tér[/V]=tér+d[Sbjv.Def.2Sg]=d", "readable": "tér[/V] + d[Sbjv.Def.2Sg]", "twolevel": "t:t é:é r:r :[/V] d:d :[Sbjv.Def.2Sg]"}, {"lemma": "térd", "tag": "[/N][Nom]", "morphana": "térd[/N]=térd+[Nom]=", "readable": "térd[/N] + [Nom]", "twolevel": "t:t é:é r:r d:d :[/N] :[Nom]"}]	térd	[/N][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]			.	.
minden	" "	.	[{"lemma": "mind", "tag": "[/N|Pro][Supe]", "morphana": "mind[/N|Pro]=mind+en[Supe]=en", "readable": "mind[/N|Pro] + en[Supe]", "twolevel": "m:m i:i n:n d:d :[/N|Pro] e:e n:n :[Supe]"}, {"lemma": "minden", "tag": "[/Det|Q.NDef]", "morphana": "minden[/Det|Q.NDef]=minden", "readable": "minden[/Det|Q.NDef]", "twolevel": "m:m i:i n:n d:d e:e n:n :[/Det|Q.NDef]"}, {"lemma": "minden", "tag": "[/N|Pro][Nom]", "morphana": "minden[/N|Pro]=minden+[Nom]=", "readable": "minden[/N|Pro] + [Nom]", "twolevel": "m:m i:i n:n d:d e:e n:n :[/N|Pro] :[Nom]"}]	minden	[/N|Pro][Nom]			.	.
nyelv	" "	.	[{"lemma": "nyelv", "tag": "[/N][Nom]", "morphana": "nyelv[/N]=nyelv+[Nom]=", "readable": "nyelv[/N] + [Nom]", "twolevel": "n:n y:y e:e l:l v:v :[/N] :[Nom]"}]	nyelv	[/N][Nom]			.	.
Istent	" "	.	[{"lemma": "isten", "tag": "[/N][Acc]", "morphana": "isten[/N]=isten+t[Acc]=t", "readable": "isten[/N] + t[Acc]", "twolevel": "i:i s:s t:t e:e n:n :[/N] t:t :[Acc]"}]	isten	[/N][Acc]			.	.
magasztalja.	" "	.	[{"lemma": "magasztal", "tag": "[/V][Prs.Def.3Sg][Punct]", "morphana": "magasztal[/V]=magasztal+ja[Prs.Def.3Sg]=ja+period[Punct]=.", "readable": "magasztal[/V] + ja[Prs.Def.3Sg] + period[Punct]=.", "twolevel": "m:m a:a g:g a:a s:s z:z t:t a:a l:l :[/V] j:j a:a :[Prs.Def.3Sg] .:p :e :r :i :o :d :[Punct]"}, {"lemma": "magasztal", "tag": "[/V][Sbjv.Def.3Sg][Punct]", "morphana": "magasztal[/V]=magasztal+ja[Sbjv.Def.3Sg]=ja+period[Punct]=.", "readable": "magasztal[/V] + ja[Sbjv.Def.3Sg] + period[Punct]=.", "twolevel": "m:m a:a g:g a:a s:s z:z t:t a:a l:l :[/V] j:j a:a :[Sbjv.Def.3Sg] .:p :e :r :i :o :d :[Punct]"}]	magasztal	[/V][Sbjv.Def.3Sg][Punct]			.	.
"	"\n"	.	[{"lemma": "\"", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	"	[Punct]			.	.
nekem	" "	.	[{"lemma": "én", "tag": "[/N|Pro][Dat][1Sg]", "morphana": "én[/N|Pro]=+neki[Dat]=nek+em[1Sg]=em", "readable": "én[/N|Pro]= + neki[Dat]=nek + em[1Sg]", "twolevel": ":é :n :[/N|Pro] n:n e:e k:k :i :[Dat] e:e m:m :[ :1 :S :g :]"}]	én	[/N|Pro][Dat][1Sg]			.	.
jövo	" "	.	[]	jövo	[/N][Nom]			.	.
héten	" "	.	[{"lemma": "hét", "tag": "[/N][Supe]", "morphana": "hét[/N]=hét+en[Supe]=en", "readable": "hét[/N] + en[Supe]", "twolevel": "h:h é:é t:t :[/N] e:e n:n :[Supe]"}, {"lemma": "hét", "tag": "[/Num][Supe]", "morphana": "hét[/Num]=hét+en[Supe]=en", "readable": "hét[/Num] + en[Supe]", "twolevel": "h:h é:é t:t :[/Num] e:e n:n :[Supe]"}]	hét	[/N][Supe]			.	.
valamikor	" "	.	[{"lemma": "valami", "tag": "[/N][Temp]", "morphana": "valami[/N]=valami+kor[Temp]=kor", "readable": "valami[/N] + kor[Temp]", "twolevel": "v:v a:a l:l a:a m:m i:i :[/N] k:k o:o r:r :[Temp]"}, {"lemma": "valami", "tag": "[/N|Pro][Temp]", "morphana": "valami[/N|Pro]=valami+kor[Temp]=kor", "readable": "valami[/N|Pro] + kor[Temp]", "twolevel": "v:v a:a l:l a:a m:m i:i :[/N|Pro] k:k o:o r:r :[Temp]"}, {"lemma": "valamikor", "tag": "[/Adv|Pro]", "morphana": "valamikor[/Adv|Pro]=valamikor", "readable": "valamikor[/Adv|Pro]", "twolevel": "v:v a:a l:l a:a m:m i:i k:k o:o r:r :[/Adv|Pro]"}]	valamikor	[/Adv|Pro]			.	.
lenne	" "	.	[{"lemma": "lesz", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "lesz[/V]=len+ne[Cond.NDef.3Sg]=ne", "readable": "lesz[/V]=len + ne[Cond.NDef.3Sg]", "twolevel": "l:l e:e n:s :z :[/V] n:n e:e :[Cond.NDef.3Sg]"}, {"lemma": "van", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "van[/V]=len+ne[Cond.NDef.3Sg]=ne", "readable": "van[/V]=len + ne[Cond.NDef.3Sg]", "twolevel": "l:v e:a n:n :[/V] n:n e:e :[Cond.NDef.3Sg]"}]	lesz	[/V][Cond.NDef.3Sg]			.	.
jó	""	.	[{"lemma": "jó", "tag": "[/Adj][Nom]", "morphana": "jó[/Adj]=jó+[Nom]=", "readable": "jó[/Adj] + [Nom]", "twolevel": "j:j ó:ó :[/Adj] :[Nom]"}, {"lemma": "jó", "tag": "[/Adv]", "morphana": "jó[/Adv]=jó", "readable": "jó[/Adv]", "twolevel": "j:j ó:ó :[/Adv]"}, {"lemma": "jó", "tag": "[/Inj-Utt]", "morphana": "jó[/Inj-Utt]=jó", "readable": "jó[/Inj-Utt]", "twolevel": "j:j ó:ó :[/Inj-Utt]"}]	jó	[/Adj][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
de	" "	.	[{"lemma": "de", "tag": "[/Adv]", "morphana": "de[/Adv]=de", "readable": "de[/Adv]", "twolevel": "d:d e:e :[/Adv]"}, {"lemma": "de", "tag": "[/Cnj]", "morphana": "de[/Cnj]=de", "readable": "de[/Cnj]", "twolevel": "d:d e:e :[/Cnj]"}, {"lemma": "de", "tag": "[/X]", "morphana": "de[/X]=de", "readable": "de[/X]", "twolevel": "d:d e:e :[/X]"}]	de	[/Cnj]			.	.
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]			.	.
majd	" "	.	[{"lemma": "majd", "tag": "[/Adv]", "morphana": "majd[/Adv]=majd", "readable": "majd[/Adv]", "twolevel": "m:m a:a j:j d:d :[/Adv]"}]	majd	[/Adv]			.	.
otthon	" "	.	[{"lemma": "otthon", "tag": "[/Adv]", "morphana": "otthon[/Adv]=otthon", "readable": "otthon[/Adv]", "twolevel": "o:o t:t t:t h:h o:o n:n :[/Adv]"}, {"lemma": "otthon", "tag": "[/N][Nom]", "morphana": "otthon[/N]=otthon+[Nom]=", "readable": "otthon[/N] + [Nom]", "twolevel": "o:o t:t t:t h:h o:o n:n :[/N] :[Nom]"}]	otthon	[/Adv]			.	.
meg	" "	p6	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	7	6	6
kell	" "	.	[{"lemma": "kell", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "kell[/V]=kell+[Prs.NDef.3Sg]=", "readable": "kell[/V] + [Prs.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	kell	[/V][Prs.NDef.3Sg]			.	.
nézni	" "	v6	[{"lemma": "néz", "tag": "[/V][Inf]", "morphana": "néz[/V]=néz+ni[Inf]=ni", "readable": "néz[/V] + ni[Inf]", "twolevel": "n:n é:é z:z :[/V] n:n i:i :[Inf]"}]	megnéz	[/Prev][/V][Inf]	sep	7	6	6
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
hutore	" "	.	[]	hutore	[/N][Nom]			.	.
ragasztott	" "	.	[{"lemma": "ragaszt", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "ragaszt[/V]=ragaszt+ott[Pst.NDef.3Sg]=ott", "readable": "ragaszt[/V] + ott[Pst.NDef.3Sg]", "twolevel": "r:r a:a g:g a:a s:s z:z t:t :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "ragasztott", "tag": "[/Adj][Nom]", "morphana": "ragaszt[/V]=ragaszt+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "ragaszt[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "r:r a:a g:g a:a s:s z:z t:t :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	ragaszt	[/V][Pst.NDef.3Sg]			.	.
szabadidonaptárat	"\n"	.	[]	szabadidonaptár	[/N][Acc]			.	.
A	" "	.	[{"lemma": "A", "tag": "[/N][Nom]", "morphana": "A[/N|Unit|Abbr]=A+[Nom]=", "readable": "A[/N|Unit|Abbr] + [Nom]", "twolevel": "A:A :[/N|Unit|Abbr] :[Nom]"}, {"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
